timestamp,value,is_anomaly,predicted
1425008573,42,FALSE,44.0725
1425008873,41,FALSE,50.70939
1425009173,41,FALSE,81.40512
1425009473,61,FALSE,39.950367
1425009773,44,FALSE,35.35016
1425010073,27,FALSE,27.713638
1425010373,37,FALSE,41.54571
1425010673,36,FALSE,38.74362
1425010973,49,FALSE,40.859787
1425011273,36,FALSE,25.444733
1425011573,41,FALSE,31.864576
1425011873,32,FALSE,28.622643
1425012173,50,FALSE,67.422714
1425012473,43,FALSE,52.823044
1425012773,50,FALSE,45.38516
1425013073,47,FALSE,24.453096
1425013373,50,FALSE,26.30445
1425013673,45,FALSE,31.192892
1425013973,56,FALSE,48.51421
1425014273,40,FALSE,49.95478
1425014573,32,FALSE,45.247726
1425014873,57,FALSE,28.666618
1425015173,73,TRUE,31.362171
1425015473,49,FALSE,21.657389
1425015773,59,FALSE,56.12364
1425016073,140,TRUE,65.32431
1425016373,56,FALSE,59.383816
1425016673,44,FALSE,33.06472
1425016973,38,FALSE,39.525936
1425017273,37,FALSE,27.618866
1425017573,28,FALSE,42.99863
1425017873,30,FALSE,44.719856
1425018173,32,FALSE,42.912575
1425018473,38,FALSE,29.724861
1425018773,47,FALSE,33.394882
1425019073,31,FALSE,31.523886
1425019373,30,FALSE,51.963814
1425019673,26,FALSE,47.549656
1425019973,20,FALSE,58.242588
1425020273,36,FALSE,59.746346
1425020573,28,FALSE,32.827415
1425020873,23,FALSE,30.970127
1425021173,15,FALSE,59.815273
1425021473,25,FALSE,43.458904
1425021773,20,FALSE,34.112938
1425022073,19,FALSE,29.294142
1425022373,19,FALSE,33.125698
1425022673,18,FALSE,27.59595
1425022973,21,FALSE,45.48289
1425023273,17,FALSE,36.27967
1425023573,11,FALSE,32.72244
1425023873,32,FALSE,21.086588
1425024173,13,FALSE,22.274696
1425024473,13,FALSE,27.048908
1425024773,31,FALSE,27.43634
1425025073,23,FALSE,30.321333
1425025373,19,FALSE,35.536034
1425025673,22,FALSE,21.62684
1425025973,18,FALSE,20.279493
1425026273,23,FALSE,23.432384
1425026573,42,FALSE,29.416405
1425026873,14,FALSE,31.804121
1425027173,14,FALSE,32.829742
1425027473,23,FALSE,19.04106
1425027773,15,FALSE,18.28931
1425028073,15,FALSE,24.699017
1425028373,11,FALSE,22.828165
1425028673,18,FALSE,23.370234
1425028973,11,FALSE,37.132004
1425029273,20,FALSE,15.143021
1425029573,26,FALSE,15.26905
1425029873,14,FALSE,20.831905
1425030173,17,FALSE,19.597483
1425030473,17,FALSE,19.68858
1425030773,18,FALSE,26.509106
1425031073,20,FALSE,14.727424
1425031373,22,FALSE,15.286534
1425031673,19,FALSE,21.520533
1425031973,31,FALSE,17.266935
1425032273,16,FALSE,18.790913
1425032573,17,FALSE,18.57605
1425032873,17,FALSE,12.960232
1425033173,27,FALSE,14.518209
1425033473,32,TRUE,13.747632
1425033773,27,FALSE,15.758645
1425034073,30,FALSE,18.330496
1425034373,21,FALSE,27.150211
1425034673,24,FALSE,14.051129
1425034973,29,FALSE,14.145045
1425035273,30,FALSE,17.930708
1425035573,14,FALSE,18.635471
1425035873,30,FALSE,19.45123
1425036173,10,FALSE,19.991117
1425036473,41,TRUE,14.762168
1425036773,18,FALSE,16.852385
1425037073,25,FALSE,16.083525
1425037373,44,FALSE,17.578835
1425037673,36,FALSE,23.602312
1425037973,16,FALSE,20.086153
1425038273,39,FALSE,19.418797
1425038573,19,FALSE,24.009844
1425038873,34,FALSE,19.58092
1425039173,42,FALSE,19.986609
1425039473,30,FALSE,30.254147
1425039773,24,FALSE,20.160902
1425040073,35,FALSE,20.22199
1425040373,34,FALSE,18.898758
1425040673,23,FALSE,18.161875
1425040973,50,FALSE,17.055286
1425041273,39,FALSE,21.732681
1425041573,32,FALSE,32.831326
1425041873,42,FALSE,22.117634
1425042173,38,FALSE,22.17311
1425042473,34,FALSE,24.953205
1425042773,42,FALSE,25.21217
1425043073,44,FALSE,33.267914
1425043373,53,FALSE,28.736994
1425043673,37,FALSE,23.506163
1425043973,29,FALSE,26.770296
1425044273,28,FALSE,33.74566
1425044573,41,FALSE,32.778522
1425044873,34,FALSE,27.281183
1425045173,37,FALSE,32.34816
1425045473,222,TRUE,38.035175
1425045773,46,FALSE,37.78836
1425046073,32,FALSE,32.051666
1425046373,37,FALSE,36.80187
1425046673,110,FALSE,37.085175
1425046973,65,FALSE,41.191723
1425047273,42,FALSE,39.842186
1425047573,54,FALSE,54.86834
1425047873,66,FALSE,57.41518
1425048173,46,FALSE,40.448288
1425048473,42,FALSE,46.02332
1425048773,38,FALSE,41.343548
1425049073,102,TRUE,28.336624
1425049373,92,FALSE,54.510506
1425049673,62,FALSE,58.23806
1425049973,62,FALSE,53.868416
1425050273,56,FALSE,58.70003
1425050573,86,FALSE,52.594654
1425050873,67,FALSE,51.51058
1425051173,62,FALSE,65.19024
1425051473,56,FALSE,59.838284
1425051773,61,FALSE,67.77029
1425052073,58,FALSE,63.80071
1425052373,52,FALSE,72.34956
1425052673,50,FALSE,58.965225
1425052973,51,FALSE,58.852615
1425053273,47,FALSE,68.27437
1425053573,41,FALSE,70.30145
1425053873,52,FALSE,71.32061
1425054173,37,FALSE,72.859024
1425054473,68,FALSE,59.786198
1425054773,68,FALSE,56.250614
1425055073,109,TRUE,52.23953
1425055373,80,FALSE,58.932503
1425055673,108,FALSE,76.35689
1425055973,65,FALSE,80.66314
1425056273,172,TRUE,64.94394
1425056573,172,TRUE,71.54309
1425056873,271,TRUE,68.36337
1425057173,456,TRUE,89.71029
1425057473,440,TRUE,134.6846
1425057773,477,TRUE,126.21005
1425058073,426,FALSE,175.72702
1425058373,284,FALSE,218.23523
1425058673,159,FALSE,224.17328
1425058973,112,FALSE,220.60077
1425059273,118,FALSE,242.33545
1425059573,70,FALSE,211.2764
1425059873,59,FALSE,180.39964
1425060173,51,FALSE,179.65549
1425060473,63,FALSE,151.20279
1425060773,45,FALSE,204.62018
1425061073,108,FALSE,204.9653
1425061373,68,FALSE,183.32085
1425061673,105,FALSE,196.94618
1425061973,52,FALSE,188.1459
1425062273,95,FALSE,168.9129
1425062573,111,FALSE,156.3423
1425062873,116,FALSE,164.8849
1425063173,155,FALSE,126.91968
1425063473,141,FALSE,232.38298
1425063773,115,FALSE,202.42792
1425064073,137,FALSE,182.1961
1425064373,112,FALSE,184.77492
1425064673,113,FALSE,141.38393
1425064973,136,FALSE,142.12779
1425065273,119,FALSE,221.74937
1425065573,97,FALSE,221.63635
1425065873,102,FALSE,197.04927
1425066173,101,FALSE,168.95969
1425066473,96,FALSE,126.08925
1425066773,87,FALSE,112.545425
1425067073,93,FALSE,119.329666
1425067373,103,FALSE,134.35228
1425067673,96,FALSE,121.8092
1425067973,99,FALSE,124.967316
1425068273,110,FALSE,85.02119
1425068573,90,FALSE,135.73871
1425068873,154,FALSE,149.15163
1425069173,131,FALSE,203.44498
1425069473,130,FALSE,227.91493
1425069773,100,FALSE,141.81023
1425070073,93,FALSE,183.426
1425070373,95,FALSE,121.34134
1425070673,109,FALSE,136.30798
1425070973,92,FALSE,113.14758
1425071273,111,FALSE,113.64194
1425071573,99,FALSE,50.421734
1425071873,122,FALSE,82.596794
1425072173,89,FALSE,86.41019
1425072473,108,FALSE,82.70137
1425072773,106,FALSE,91.71597
1425073073,118,FALSE,93.07208
1425073373,110,FALSE,86.32316
1425073673,138,TRUE,81.89029
1425073973,111,FALSE,84.10333
1425074273,123,FALSE,100.61541
1425074573,120,FALSE,103.58286
1425074873,89,FALSE,108.13374
1425075173,88,FALSE,105.90489
1425075473,147,FALSE,109.95816
1425075773,129,FALSE,119.87259
1425076073,141,FALSE,120.04515
1425076373,129,FALSE,108.23234
1425076673,81,FALSE,121.832405
1425076973,90,FALSE,101.21815
1425077273,90,FALSE,98.6791
1425077573,96,FALSE,99.507965
1425077873,95,FALSE,102.54412
1425078173,85,FALSE,101.31547
1425078473,96,FALSE,101.572815
1425078773,114,FALSE,95.500244
1425079073,60,TRUE,95.53707
1425079373,73,FALSE,91.11715
1425079673,88,FALSE,101.60476
1425079973,106,FALSE,120.09071
1425080273,103,FALSE,102.070526
1425080573,115,FALSE,94.45684
1425080873,90,FALSE,102.65394
1425081173,93,FALSE,87.87423
1425081473,96,FALSE,96.18569
1425081773,106,FALSE,102.99165
1425082073,91,FALSE,110.05779
1425082373,78,FALSE,102.47967
1425082673,86,FALSE,90.55407
1425082973,90,FALSE,87.75664
1425083273,96,FALSE,95.645256
1425083573,74,FALSE,94.75909
1425083873,96,FALSE,94.37393
1425084173,114,FALSE,94.39913
1425084473,99,FALSE,93.963425
1425084773,77,FALSE,90.166695
1425085073,83,FALSE,91.687454
1425085373,80,FALSE,90.79212
1425085673,85,FALSE,93.52424
1425085973,81,FALSE,86.39573
1425086273,89,FALSE,88.81588
1425086573,80,FALSE,83.12175
1425086873,79,FALSE,85.410736
1425087173,76,FALSE,86.477036
1425087473,97,FALSE,85.81144
1425087773,86,FALSE,84.25302
1425088073,96,FALSE,84.92726
1425088373,79,FALSE,85.92249
1425088673,89,FALSE,87.931244
1425088973,86,FALSE,90.22135
1425089273,78,FALSE,81.01791
1425089573,87,FALSE,78.385635
1425089873,87,FALSE,79.72471
1425090173,111,TRUE,82.08143
1425090473,112,FALSE,82.13036
1425090773,101,FALSE,84.984726
1425091073,111,TRUE,84.32936
1425091373,98,FALSE,89.26422
1425091673,76,FALSE,86.06653
1425091973,73,FALSE,90.2273
1425092273,97,FALSE,88.91683
1425092573,114,TRUE,84.620895
1425092873,104,FALSE,86.799805
1425093173,117,TRUE,80.05649
1425093473,105,TRUE,82.30791
1425093773,100,FALSE,81.139145
1425094073,112,TRUE,84.894165
1425094373,131,TRUE,90.45755
1425094673,107,FALSE,92.73672
1425094973,81,FALSE,88.58253
1425095273,100,FALSE,84.97548
1425095573,76,FALSE,82.11051
1425095873,87,FALSE,84.03075
1425096173,96,FALSE,84.44424
1425096473,87,FALSE,84.80358
1425096773,87,FALSE,84.766
1425097073,73,FALSE,80.26892
1425097373,204,TRUE,80.299
1425097673,229,TRUE,85.00921
1425097973,79,FALSE,88.55585
1425098273,70,FALSE,82.2317
1425098573,63,FALSE,93.62666
1425098873,62,FALSE,88.21021
1425099173,66,FALSE,82.77892
1425099473,66,FALSE,82.22801
1425099773,58,FALSE,79.6211
1425100073,63,FALSE,77.643486
1425100373,36,FALSE,71.90971
1425100673,24,TRUE,72.459206
1425100973,19,TRUE,73.43592
1425101273,19,FALSE,60.868076
1425101573,24,FALSE,72.37035
1425101873,19,FALSE,74.569954
1425102173,27,FALSE,58.272915
1425102473,15,TRUE,73.28697
1425102773,23,FALSE,50.93121
1425103073,25,FALSE,57.853035
1425103373,28,FALSE,53.111282
1425103673,20,FALSE,47.310406
1425103973,14,FALSE,42.357315
1425104273,17,FALSE,35.49465
1425104573,57,FALSE,39.998566
1425104873,43,FALSE,48.64643
1425105173,27,FALSE,34.771915
1425105473,30,FALSE,68.47087
1425105773,26,FALSE,41.220577
1425106073,26,FALSE,38.1366
1425106373,17,FALSE,31.588848
1425106673,82,FALSE,33.086086
1425106973,27,FALSE,34.315678
1425107273,22,FALSE,45.51402
1425107573,42,FALSE,34.02897
1425107873,19,FALSE,29.256369
1425108173,15,FALSE,32.126926
1425108473,19,FALSE,16.45519
1425108773,17,FALSE,20.252804
1425109073,21,FALSE,24.84689
1425109373,21,FALSE,28.401964
1425109673,24,FALSE,21.694239
1425109973,15,FALSE,16.81648
1425110273,16,FALSE,31.50609
1425110573,20,FALSE,15.453386
1425110873,27,FALSE,19.674437
1425111173,20,FALSE,29.076046
1425111473,20,FALSE,14.909634
1425111773,7,FALSE,16.435701
1425112073,10,FALSE,23.274794
1425112373,17,FALSE,7.801034
1425112673,17,FALSE,13.356499
1425112973,9,FALSE,16.830887
1425113273,18,FALSE,18.224112
1425113573,12,FALSE,19.09104
1425113873,16,FALSE,16.814528
1425114173,18,FALSE,12.029342
1425114473,10,FALSE,29.377182
1425114773,10,FALSE,20.202017
1425115073,8,FALSE,17.867949
1425115373,11,FALSE,18.536901
1425115673,14,FALSE,10.37678
1425115973,13,FALSE,12.439128
1425116273,18,FALSE,16.523258
1425116573,21,FALSE,14.247739
1425116873,13,FALSE,16.351545
1425117173,13,FALSE,22.54141
1425117473,26,FALSE,22.166124
1425117773,26,FALSE,34.903652
1425118073,19,FALSE,11.888503
1425118373,12,FALSE,25.64443
1425118673,24,FALSE,23.681282
1425118973,14,FALSE,29.71614
1425119273,10,FALSE,38.067734
1425119573,28,FALSE,25.563477
1425119873,9,FALSE,16.097298
1425120173,12,FALSE,14.6513605
1425120473,15,FALSE,18.53424
1425120773,12,FALSE,21.398903
1425121073,28,FALSE,20.387297
1425121373,23,FALSE,21.380568
1425121673,7,FALSE,17.977987
1425121973,14,FALSE,22.161745
1425122273,13,FALSE,17.798244
1425122573,15,FALSE,15.221985
1425122873,11,FALSE,14.847498
1425123173,15,FALSE,15.929125
1425123473,11,FALSE,18.847658
1425123773,14,FALSE,17.175362
1425124073,13,FALSE,20.75411
1425124373,13,FALSE,14.523889
1425124673,21,FALSE,18.098543
1425124973,22,FALSE,22.356054
1425125273,29,FALSE,24.874954
1425125573,10,FALSE,24.629725
1425125873,18,FALSE,23.37358
1425126173,15,FALSE,15.950548
1425126473,9,FALSE,17.596045
1425126773,16,FALSE,19.100431
1425127073,20,FALSE,14.650161
1425127373,17,FALSE,17.009932
1425127673,26,FALSE,17.551624
1425127973,17,FALSE,18.591501
1425128273,26,FALSE,23.659883
1425128573,24,FALSE,21.942604
1425128873,18,FALSE,24.117847
1425129173,13,FALSE,25.199207
1425129473,19,FALSE,22.904284
1425129773,21,FALSE,21.726912
1425130073,20,FALSE,19.923412
1425130373,22,FALSE,19.292583
1425130673,18,FALSE,18.781364
1425130973,19,FALSE,17.165865
1425131273,23,FALSE,23.520384
1425131573,13,FALSE,17.090574
1425131873,18,FALSE,17.989134
1425132173,17,FALSE,23.761127
1425132473,35,TRUE,18.067877
1425132773,20,FALSE,17.997152
1425133073,23,FALSE,28.342861
1425133373,29,FALSE,17.927366
1425133673,40,FALSE,23.323524
1425133973,24,FALSE,30.054949
1425134273,32,FALSE,21.421675
1425134573,26,FALSE,25.464266
1425134873,23,FALSE,30.907997
1425135173,27,FALSE,24.10246
1425135473,36,FALSE,32.140026
1425135773,26,FALSE,29.173986
1425136073,42,FALSE,26.84308
1425136373,28,FALSE,29.52978
1425136673,32,FALSE,30.614159
1425136973,25,FALSE,34.870293
1425137273,21,FALSE,27.205662
1425137573,41,TRUE,21.246342
1425137873,15,FALSE,31.25553
1425138173,55,TRUE,20.003956
1425138473,36,FALSE,26.953238
1425138773,27,FALSE,33.43098
1425139073,37,FALSE,26.209087
1425139373,29,FALSE,33.788708
1425139673,33,FALSE,33.622368
1425139973,44,FALSE,26.501263
1425140273,35,FALSE,35.350143
1425140573,30,FALSE,32.406864
